repo_name,repo_url,stars,contributors,commits,update_date,forks
gobotany-app,https://github.com/newfs/gobotany-app,9,7,5927,2022-11-17 00:56:30,8
rapidsms,https://github.com/rapidsms/rapidsms,638,33,5947,2023-09-11 20:57:10,307
unicorn-backend,https://github.com/gathering/unicorn-backend,2,4,134,2024-01-20 22:19:09,1
ERP,https://github.com/nishanthvijayan/ERP,5,4,290,2020-01-14 08:19:43,1
Sefaria-Project,https://github.com/Sefaria/Sefaria-Project,611,60,24976,2024-01-28 07:01:55,245
ckan.org,https://github.com/ckan/ckan.org,2,8,254,2023-09-28 12:06:14,5
2022fall_41class_team2,https://github.com/skkuse/2022fall_41class_team2,4,7,404,2022-12-12 06:05:31,5
openwisp-users,https://github.com/openwisp/openwisp-users,155,38,435,2023-11-28 14:44:50,67
web,https://github.com/TK-IT/web,2,11,1779,2022-11-24 12:05:10,2
simssadb,https://github.com/ELVIS-Project/simssadb,4,9,2497,2023-10-17 15:56:09,4
wazimap-ng,https://github.com/OpenUpSA/wazimap-ng,11,16,1753,2023-11-17 08:20:18,17
earkweb,https://github.com/E-ARK-Software/earkweb,20,5,960,2021-12-23 12:45:24,6
bashair,https://github.com/fortunto2/bashair,6,2,251,2023-05-05 23:13:07,4
dynamic-rest,https://github.com/AltSchool/dynamic-rest,787,32,1002,2023-03-27 16:15:22,105
ais,https://github.com/armada-ths/ais,16,48,3663,2024-01-05 09:13:17,6
VolWeb,https://github.com/k1nd0ne/VolWeb,101,2,174,2023-08-27 12:40:36,11
newscout_web,https://github.com/fafadiatech/newscout_web,2,7,690,2020-05-15 10:37:07,7
paathshaala,https://github.com/MindMantraSIH/paathshaala,2,5,282,2022-08-26 11:10:59,0
elmer,https://github.com/thetruefuss/elmer,65,2,168,2021-07-29 15:35:38,26
wikikracja,https://github.com/soma115/wikikracja,4,3,310,2023-07-06 17:03:40,2
panel,https://github.com/holoviz/panel,3234,155,3585,2024-01-29 18:27:41,387
coderedcms,https://github.com/coderedcorp/coderedcms,628,26,347,2024-01-11 19:07:20,124
verdant-rca,https://github.com/torchbox/verdant-rca,12,37,5856,2024-01-18 14:49:08,11
qatrackplus,https://github.com/qatrackplus/qatrackplus,41,10,3481,2023-10-23 21:17:37,18
streamwebs,https://github.com/osuosl/streamwebs,4,16,1960,2022-09-09 23:11:09,1
hub,https://github.com/india-ultimate/hub,4,6,968,2024-01-27 15:07:36,7
community-gis,https://github.com/AnimeshN/community-gis,2,2,218,2021-01-18 09:09:11,6
bee-pollinator-app,https://github.com/project-icp/bee-pollinator-app,6,18,2795,2021-01-19 19:43:24,1
sikteeri,https://github.com/kapsiry/sikteeri,31,13,1364,2022-10-10 21:03:55,20
FuzzManager,https://github.com/MozillaSecurity/FuzzManager,176,14,1656,2024-01-09 15:35:24,49
Wednesday-Fall2023-Team-6,https://github.com/gcivil-nyu-org/Wednesday-Fall2023-Team-6,3,6,273,2023-12-12 19:47:43,0
deckzap,https://github.com/andrewljohnson/deckzap,3,4,793,2022-06-05 20:17:56,0
cuede,https://github.com/cuede/cuede,5,6,684,2020-05-22 19:49:24,4
ecssweb,https://github.com/ecss-soton/ecssweb,2,7,517,2023-09-20 17:17:22,2
bytedeck,https://github.com/bytedeck/bytedeck,17,25,2913,2024-01-23 06:59:15,29
lookaway,https://github.com/kylebruder/lookaway,2,2,361,2023-06-10 15:36:59,2
edraak-platform,https://github.com/Edraak/edraak-platform,10,212,47371,2023-01-23 08:15:59,9
AraGWAS,https://github.com/1001genomes/AraGWAS,11,4,514,2020-08-31 16:32:04,5
model_garden,https://github.com/epam/model_garden,5,7,2587,2021-11-29 20:36:47,4
Geotrek-admin,https://github.com/GeotrekCE/Geotrek-admin,107,37,13702,2024-01-29 15:02:12,74
vycontrol,https://github.com/vycontrol/vycontrol,220,4,388,2023-11-05 22:20:12,30
codalab-competitions,https://github.com/codalab/codalab-competitions,480,42,7330,2023-12-08 02:46:21,127
web,https://github.com/gitcoinco/web,1744,240,18702,2023-08-01 13:57:33,877
Weed-AI,https://github.com/Weed-AI/Weed-AI,43,7,935,2023-01-24 12:12:36,4
tfc_web,https://github.com/SmartCambridge/tfc_web,3,2,1576,2023-07-28 16:13:25,2
quantum-management,https://github.com/MattCrook/quantum-management,6,2,243,2021-08-03 19:01:37,0
sic,https://github.com/epilys/sic,8,3,492,2023-07-23 11:52:24,0
xSACdb,https://github.com/wjdp/xSACdb,3,2,1065,2021-11-18 01:35:37,5
sawaliram,https://github.com/sawaliram/sawaliram,14,14,1072,2022-08-07 15:22:30,17
openwisp-notifications,https://github.com/openwisp/openwisp-notifications,34,11,174,2023-06-19 20:51:10,33
capstone-2023-16,https://github.com/kookmin-sw/capstone-2023-16,6,5,410,2023-06-01 18:57:37,4
hxat,https://github.com/lduarte1991/hxat,11,9,1364,2023-11-20 21:01:48,6
webvirtbackend,https://github.com/webvirtcloud/webvirtbackend,2,2,636,2024-01-27 21:29:02,1
AlumniPortal,https://github.com/arjundey01/AlumniPortal,2,7,102,2022-01-31 09:37:04,5
bakeup,https://github.com/bruecksen/bakeup,7,2,1053,2023-12-14 10:47:38,1
tools4msp,https://github.com/CNR-ISMAR/tools4msp,5,6,304,2022-06-17 13:03:18,3
aidoo,https://github.com/o-brand/aidoo,2,7,1184,2023-05-24 12:19:43,0
problem-builder,https://github.com/open-craft/problem-builder,40,58,1362,2023-11-06 00:20:00,59
galaxy,https://github.com/battlecode/galaxy,9,11,1464,2024-01-19 16:48:15,4
fuzzed,https://github.com/troeger/fuzzed,21,8,3165,2020-09-24 10:08:10,8
rurusetto,https://github.com/Rurusetto/rurusetto,34,8,1342,2024-01-23 06:42:59,11
NeuroNet,https://github.com/TzahiM/NeuroNet,11,6,453,2020-08-17 14:43:47,13
leprikon,https://github.com/leprikon-cz/leprikon,7,4,1312,2024-01-03 16:35:52,1
OpenBio.eu,https://github.com/kantale/OpenBio.eu,7,6,1497,2023-03-28 08:22:01,6
newsltr,https://github.com/Style77/newsltr,6,4,421,2023-11-05 17:49:23,1
racing,https://github.com/b4mad/racing,15,13,1219,2024-01-26 12:34:30,12
open-apparel-registry,https://github.com/opensupplyhub/open-apparel-registry,29,16,2234,2023-03-09 17:03:35,15
fun-apps,https://github.com/openfun/fun-apps,15,15,1859,2024-01-16 06:41:34,20
fermentrack,https://github.com/thorrak/fermentrack,125,22,1063,2023-09-04 21:51:51,57
cmput404_project,https://github.com/EricWeber33/cmput404_project,2,5,275,2022-12-10 03:02:47,1
pah-fm,https://github.com/CodeForPoznan/pah-fm,8,29,314,2023-07-12 18:52:38,41
lunes-cms,https://github.com/digitalfabrik/lunes-cms,19,14,714,2023-10-23 13:54:25,6
TwoRavens,https://github.com/TwoRavens/TwoRavens,21,14,3698,2021-03-23 12:43:36,1
regluit,https://github.com/Gluejar/regluit,12,8,7593,2024-01-19 20:20:43,37
repanier,https://github.com/pcolmant/repanier,19,5,1277,2023-06-26 20:52:06,8
d-shop,https://github.com/dmodules/d-shop,3,4,1134,2021-08-23 17:00:45,0
bk-training-award-open,https://github.com/TencentBlueKing/bk-training-award-open,5,8,117,2022-04-01 13:41:05,20
SME-Terceirizadas,https://github.com/prefeiturasp/SME-Terceirizadas,7,30,10492,2024-01-18 15:54:20,4
edx-platform,https://github.com/openedx/edx-platform,6732,242,64536,2024-01-30 12:44:28,3651
rockiot,https://github.com/isocserbia/rockiot,4,4,166,2022-09-08 14:01:35,0
onadata,https://github.com/onaio/onadata,178,59,12019,2024-01-29 14:16:37,133
SDP_Online_Assessment_System,https://github.com/nevilparmar11/SDP_Online_Assessment_System,2,3,172,2021-05-08 05:14:27,2
elife-metrics,https://github.com/elifesciences/elife-metrics,2,5,736,2023-11-14 04:22:03,0
minotourapp,https://github.com/LooseLab/minotourapp,25,7,3777,2022-11-14 09:46:22,1
klab,https://github.com/nyaruka/klab,11,10,387,2022-11-03 11:11:27,17
updatengine-server,https://github.com/updatengine-ng/updatengine-server,8,4,306,2023-07-17 18:33:43,2
multiomix,https://github.com/omics-datascience/multiomix,3,7,642,2023-12-13 00:40:55,0
copernicus-insitu-db,https://github.com/eea/copernicus-insitu-db,8,12,956,2024-01-26 12:02:19,4
apiv2,https://github.com/breatheco-de/apiv2,5,16,6674,2024-01-29 23:51:23,33
figures,https://github.com/appsembler/figures,43,13,1394,2023-11-17 03:34:44,37
lawandorga-backend-service,https://github.com/lawandorga/lawandorga-backend-service,9,6,2612,2024-01-22 21:33:32,2
Telenurse,https://github.com/titansarus/Telenurse,4,8,255,2022-04-01 20:50:21,0
COSIAP,https://github.com/Blackguz/COSIAP,3,5,213,2023-07-24 03:45:16,0
IE,https://github.com/Echeverrias/IE,2,2,334,2021-04-08 21:55:30,1
infoscience-exports,https://github.com/epfl-si/infoscience-exports,3,5,730,2023-07-10 12:50:19,2
uskpa,https://github.com/USKPA-dev/uskpa,2,5,449,2024-01-12 18:58:53,5
search-portal,https://github.com/surfedushare/search-portal,2,13,6164,2023-06-06 13:37:01,1
hue,https://github.com/cloudera/hue,981,230,20803,2024-01-23 11:27:50,340
Frappuccino-Paradise-Group-3,https://github.com/logan-nielsen/Frappuccino-Paradise-Group-3,3,4,234,2022-12-05 04:39:44,3
frikanalen,https://github.com/Frikanalen/frikanalen,26,8,1912,2023-10-28 18:00:40,12
uchicago-hvz,https://github.com/kz26/uchicago-hvz,20,3,609,2020-10-08 14:31:02,5
beiwe-backend,https://github.com/onnela-lab/beiwe-backend,60,18,3955,2024-01-19 18:54:38,42
myHebrewDates,https://github.com/abe-101/myHebrewDates,14,6,347,2024-01-29 15:05:03,5
brooks,https://github.com/ivco19/brooks,4,5,164,2020-04-29 01:14:26,1
medlemssys,https://github.com/odinho/medlemssys,4,3,494,2022-08-18 21:11:54,6
response,https://github.com/monzo/response,1487,24,403,2021-06-08 17:07:50,157
molo-gem,https://github.com/praekeltfoundation/molo-gem,5,22,7029,2022-03-01 19:00:49,4
TS_annotation_tool,https://github.com/rstodden/TS_annotation_tool,10,2,138,2023-10-05 09:16:08,1
kafka-ml,https://github.com/ertis-research/kafka-ml,125,6,264,2023-11-08 15:00:28,19
summarizepaper,https://github.com/summarizepaper/summarizepaper,173,2,244,2023-04-23 20:21:28,25
geopuzzle,https://github.com/TyVik/geopuzzle,51,9,1212,2024-01-07 08:27:52,12
wordbank,https://github.com/langcog/wordbank,60,12,2633,2024-01-11 19:42:05,9
sympy_gamma,https://github.com/sympy/sympy_gamma,637,11,858,2021-04-07 07:46:08,110
linkedevents,https://github.com/City-of-Helsinki/linkedevents,21,41,2602,2024-01-29 08:50:54,41
kerrokantasi,https://github.com/City-of-Helsinki/kerrokantasi,8,31,1193,2024-01-16 13:31:41,15
cms,https://github.com/onespacemedia/cms,14,8,2520,2021-07-13 13:45:17,7
Stocksera,https://github.com/guanquann/Stocksera,555,3,180,2023-07-14 14:06:38,101
DALME-Online-Database,https://github.com/DALME/DALME-Online-Database,6,7,1461,2024-01-22 19:26:53,3
mediathread,https://github.com/ccnmtl/mediathread,83,25,13151,2024-01-29 19:56:24,35
guyamoe,https://github.com/subject-f/guyamoe,429,12,879,2023-05-02 01:53:06,64
lego,https://github.com/webkom/lego,52,56,5068,2024-01-26 04:51:41,19
Ouroboros,https://github.com/tamuhack-org/Ouroboros,27,19,940,2024-01-27 14:48:20,7
mooder,https://github.com/phith0n/mooder,746,3,113,2022-06-18 19:09:21,260
ProteomicsQC,https://github.com/LewisResearchGroup/ProteomicsQC,3,2,501,2024-01-15 15:01:02,1
LEAN-LIFE,https://github.com/INK-USC/LEAN-LIFE,23,5,247,2022-01-06 16:15:32,3
DigitalPathologyPlatform,https://github.com/crs4/DigitalPathologyPlatform,3,4,1230,2023-11-14 16:56:13,5
FahrplanDatenGarten,https://github.com/FahrplanDatenGarten/FahrplanDatenGarten,21,10,451,2023-09-10 19:38:03,3
2020-1-CECD3-ANC-1,https://github.com/CSID-DGU/2020-1-CECD3-ANC-1,2,4,216,2020-12-19 12:52:35,1
chagrade,https://github.com/codalab/chagrade,4,6,439,2020-07-14 17:48:01,2
base-knowledge,https://github.com/bluebrid/base-knowledge,2,3,375,2023-02-23 10:04:00,0
ChemCheck,https://github.com/comocheng/ChemCheck,11,4,241,2024-01-04 23:40:05,4
coding,https://github.com/hmisty/coding,6,2,455,2022-11-08 09:06:39,5
scirius,https://github.com/StamusNetworks/scirius,567,14,3339,2023-05-16 14:40:09,149
spi-media-gallery,https://github.com/Swiss-Polar-Institute/spi-media-gallery,5,5,715,2024-01-25 08:34:24,2
systemoversikt,https://github.com/AndyNor/systemoversikt,2,2,1138,2024-01-29 13:48:46,0
cla_backend,https://github.com/ministryofjustice/cla_backend,5,39,4382,2024-01-24 13:03:28,7
DiscoFlix,https://github.com/nickheyer/DiscoFlix,41,2,268,2024-01-15 22:46:18,3
bluebottle,https://github.com/onepercentclub/bluebottle,12,22,18406,2024-01-12 10:21:18,18
PrivacyMail,https://github.com/privacymail/PrivacyMail,11,6,588,2021-05-05 09:37:07,5
website,https://github.com/okfn/website,105,20,1548,2024-01-11 16:25:03,131
JMS,https://github.com/RUBi-ZA/JMS,19,5,113,2022-06-23 07:57:22,15
amadeuslms,https://github.com/amadeusproject/amadeuslms,31,15,4036,2023-12-14 13:02:43,12
mmp,https://github.com/acdh-oeaw/mmp,4,5,556,2023-03-28 12:14:43,0
Tribal-Wars-Planer,https://github.com/rafsaf/Tribal-Wars-Planer,5,2,1277,2024-01-16 20:18:46,0
network-pulse-api,https://github.com/mozilla/network-pulse-api,11,17,445,2022-06-23 18:04:34,22
archivematica,https://github.com/artefactual/archivematica,382,53,4346,2023-11-29 14:43:29,104
LibreOsteo,https://github.com/libreosteo/LibreOsteo,27,6,785,2023-12-09 06:28:33,17
MobSF,https://github.com/kuoys/MobSF,2,44,1527,2020-07-31 08:58:10,0
census,https://github.com/ireapps/census,139,7,757,2022-07-27 15:59:59,33
pillarpointstewards,https://github.com/natbat/pillarpointstewards,5,3,326,2023-12-11 19:38:34,0
ds-wagtail,https://github.com/nationalarchives/ds-wagtail,8,27,2365,2024-01-16 15:34:54,4
PlasmidWebApp,https://github.com/jaaamessszzz/PlasmidWebApp,2,4,185,2021-06-30 04:40:28,4
MangAdventure,https://github.com/mangadventure/MangAdventure,55,3,250,2023-12-22 09:34:18,14
bounswe2022group4,https://github.com/bounswe/bounswe2022group4,7,17,958,2023-01-02 21:33:27,4
uno-cpi,https://github.com/uno-isqa-8950/uno-cpi,12,52,3549,2023-11-13 21:35:06,8
strongTNC,https://github.com/strongswan/strongTNC,21,6,634,2023-02-16 07:05:55,10
Get-Sched-Go,https://github.com/ashish-221b/Get-Sched-Go,2,2,252,2020-07-30 06:03:12,1
modelbrouwers,https://github.com/modelbrouwers/modelbrouwers,6,4,3051,2023-07-30 20:28:34,3
eats,https://github.com/ajenhl/eats,7,2,342,2023-06-13 21:36:55,3
simpl-games-api,https://github.com/simplworld/simpl-games-api,7,7,249,2023-10-13 14:16:00,5
swirl-search,https://github.com/swirlai/swirl-search,1081,22,2899,2024-01-26 19:06:28,89
dartcms,https://github.com/astrikov-d/dartcms,22,4,412,2021-10-08 12:29:17,5
murmur,https://github.com/haystack/murmur,24,11,1749,2021-04-23 22:49:34,13
LLMStack,https://github.com/trypromptly/LLMStack,664,6,679,2024-01-30 05:36:59,95
defc-app,https://github.com/acdh-oeaw/defc-app,4,5,560,2023-11-15 08:48:58,3
cpchain-website,https://github.com/CPChain/cpchain-website,6,6,1558,2021-02-23 12:35:12,0
pugpe,https://github.com/pugpe/pugpe,16,6,166,2023-07-19 14:50:17,8
openhexa-app,https://github.com/BLSQ/openhexa-app,10,11,1527,2024-01-29 10:49:58,5
merchant,https://github.com/mmohajer9/merchant,3,2,139,2021-07-08 20:03:10,0
premierlangage,https://github.com/PremierLangage/premierlangage,18,22,1645,2023-10-25 13:31:08,9
E-Commerce-Website,https://github.com/purentap/E-Commerce-Website,4,5,99,2021-06-30 10:59:59,3
AssurancePlatform,https://github.com/alan-turing-institute/AssurancePlatform,10,10,957,2023-11-09 09:59:32,4
OpenEduAnalytics,https://github.com/microsoft/OpenEduAnalytics,199,33,2601,2023-11-10 15:05:39,91
gsoc2022-Label-buddy,https://github.com/eellak/gsoc2022-Label-buddy,3,4,306,2022-10-24 19:18:45,3
disa_dj_project,https://github.com/Brown-University-Library/disa_dj_project,2,4,1584,2023-12-14 21:31:55,3
ply,https://github.com/mistressAlisi/ply,2,2,159,2023-03-15 01:26:42,2
genomics-workspace,https://github.com/NAL-i5K/genomics-workspace,12,16,1359,2021-02-10 13:48:25,6
WebHashcat,https://github.com/hegusung/WebHashcat,261,3,105,2023-12-20 20:35:10,59
ClimateSERV2,https://github.com/SERVIR/ClimateSERV2,7,7,1249,2024-01-26 17:40:54,1
butterfly,https://github.com/PavelGrebenshikov/butterfly,3,2,178,2022-10-21 19:40:43,0
Shoe-Expert,https://github.com/ChicoState/Shoe-Expert,2,8,164,2023-05-13 17:26:06,2
TiBillet,https://github.com/TiBillet/TiBillet,6,4,1056,2023-11-09 07:50:36,1
BuildingSync-website,https://github.com/BuildingSync/BuildingSync-website,4,11,845,2023-11-02 16:34:43,0
SYSU-Software-2017,https://github.com/igemsoftware2017/SYSU-Software-2017,37,4,457,2020-06-12 18:17:24,6
hbp-bsp-hh-neuron-builder,https://github.com/cnr-ibf-pa/hbp-bsp-hh-neuron-builder,3,6,1101,2023-07-28 09:36:04,3
OpenTrainCommunity,https://github.com/hasadna/OpenTrainCommunity,24,15,1379,2020-06-08 11:36:27,14
helsenorgelab.no,https://github.com/helsenorge/helsenorgelab.no,3,7,432,2020-06-15 16:15:46,2
ResonantGeoData,https://github.com/ResonantGeoData/ResonantGeoData,55,17,816,2022-06-17 21:20:06,8
S2022-Team-3-repo,https://github.com/gcivil-nyu-org/S2022-Team-3-repo,5,6,738,2022-05-11 21:59:40,4
kitsune,https://github.com/mozilla/kitsune,1206,117,10009,2024-01-25 18:22:35,802
WeCron,https://github.com/polyrabbit/WeCron,651,2,162,2023-11-14 14:49:56,115
data-structures-game,https://github.com/MaksimEkin/data-structures-game,4,5,722,2020-12-08 02:10:37,4
rcos_io,https://github.com/rcos/rcos_io,2,7,557,2024-01-25 00:45:57,3
squarelet,https://github.com/MuckRock/squarelet,9,11,940,2024-01-11 20:54:52,9
swpp2021-team1,https://github.com/swsnu/swpp2021-team1,3,4,564,2022-02-10 11:42:38,0
prophecies,https://github.com/ICIJ/prophecies,13,7,1515,2024-01-29 15:54:22,1
rengine,https://github.com/yogeshojha/rengine,6031,65,3237,2024-01-30 07:41:17,950
emkk,https://github.com/dabdya/emkk,3,4,490,2022-02-18 10:45:41,1
Video-to-Retail-Platform,https://github.com/cap-ntu/Video-to-Retail-Platform,138,5,151,2021-01-10 02:31:43,43
caim-app,https://github.com/caim-org/caim-app,4,11,468,2023-11-06 17:35:03,13
osm-export-tool,https://github.com/hotosm/osm-export-tool,136,23,2208,2024-01-25 10:41:26,45
data-hub-api,https://github.com/uktrade/data-hub-api,12,73,10819,2024-01-30 11:10:17,12
cloudscheduler,https://github.com/hep-gc/cloudscheduler,4,17,5986,2023-06-01 17:01:19,1
minos,https://github.com/XiaoMi/minos,520,8,249,2022-01-14 05:43:28,204
SER517-P6-Street-Card,https://github.com/ansamant/SER517-P6-Street-Card,3,6,328,2020-05-06 23:48:33,2
XeroDiscrimination,https://github.com/XeroDiscrimination/XeroDiscrimination,4,7,348,2020-05-21 06:03:34,4
galv,https://github.com/Battery-Intelligence-Lab/galv,30,7,717,2023-10-02 11:24:46,7
squest,https://github.com/HewlettPackard/squest,242,5,1036,2024-01-09 09:28:12,41
blueking-paas,https://github.com/TencentBlueKing/blueking-paas,133,12,1040,2024-01-29 08:38:24,38
feincms3,https://github.com/feincms/feincms3,78,9,1067,2023-12-13 16:26:07,12
ksg-nett,https://github.com/KSG-IT/ksg-nett,10,10,1742,2023-11-10 23:40:45,1
stregsystemet,https://github.com/f-klubben/stregsystemet,34,37,629,2023-12-04 18:38:24,42
grai-core,https://github.com/grai-io/grai-core,239,13,947,2024-01-19 20:44:25,20
temat,https://github.com/pablolmedorado/temat,13,2,430,2022-09-04 16:56:09,0
unscroll,https://github.com/unscrollinc/unscroll,7,2,555,2021-01-28 20:57:57,0
conecta-cientifica,https://github.com/gabrielaverza/conecta-cientifica,2,7,255,2023-11-17 22:22:57,3
API-1Semestre,https://github.com/Grupo-4-Fatech/API-1Semestre,2,8,311,2021-12-29 01:24:33,2
bk-log,https://github.com/TencentBlueKing/bk-log,114,14,5522,2023-05-14 05:47:30,51
partuniverse,https://github.com/frlan/partuniverse,11,8,1146,2023-09-04 18:07:54,7
NarrativeIntelligence,https://github.com/HermannKroll/NarrativeIntelligence,3,3,3008,2023-11-17 09:21:28,0
NEMO,https://github.com/usnistgov/NEMO,110,14,2124,2024-01-10 18:27:34,57
bk-bcs,https://github.com/TencentBlueKing/bk-bcs,735,49,5785,2024-01-29 02:27:49,241
timestrap,https://github.com/overshard/timestrap,1664,11,1249,2023-04-03 23:29:58,103
triphelper,https://github.com/claudioavgo/triphelper,6,6,318,2023-11-13 15:37:08,0
vas3k.club,https://github.com/vas3k/vas3k.club,682,108,1283,2024-01-17 14:16:16,222
05_PipelineFinatec,https://github.com/ResidenciaTICBrisa/05_PipelineFinatec,5,7,277,2023-11-14 01:36:29,0
dear-petition,https://github.com/deardurham/dear-petition,10,11,970,2024-01-23 23:14:07,15
belfast-group-site,https://github.com/ecds/belfast-group-site,6,4,843,2020-04-14 20:52:29,1
bounswe2017group5,https://github.com/bounswe/bounswe2017group5,6,16,621,2021-03-29 23:27:02,3
logifarma-radicar-domicilio,https://github.com/Alfareiza/logifarma-radicar-domicilio,2,2,493,2024-01-27 20:57:50,1
Project-Guidance,https://github.com/Kushal997-das/Project-Guidance,361,113,2415,2024-01-12 17:01:05,229
bearblog,https://github.com/HermanMartinus/bearblog,1855,11,1195,2024-01-23 09:20:30,61
sysreptor,https://github.com/Syslifters/sysreptor,661,6,552,2024-01-29 14:21:58,64
a4-cookiecutter,https://github.com/liqd/a4-cookiecutter,4,6,298,2020-05-11 10:56:36,1
COMP90024-TrackHub,https://github.com/jamesxwang/COMP90024-TrackHub,4,6,583,2020-09-12 01:54:48,1
kuvaselaamo,https://github.com/City-of-Helsinki/kuvaselaamo,2,26,1198,2023-12-20 13:50:15,8
webvirtcloud,https://github.com/retspen/webvirtcloud,1489,41,1288,2024-01-17 07:24:13,353
OCP-HM-MegaRAC_Community_Edition,https://github.com/opencomputeproject/OCP-HM-MegaRAC_Community_Edition,78,254,15187,2023-12-14 15:53:45,25
modoboa,https://github.com/modoboa/modoboa,2717,84,4698,2024-01-11 16:40:57,368
biosys,https://github.com/dbca-wa/biosys,3,6,851,2022-08-09 05:21:45,10
techspace-web,https://github.com/techspaceusict/techspace-web,9,13,343,2020-06-20 18:49:50,15
camomilla,https://github.com/lotrekagency/camomilla,8,9,475,2023-09-25 15:16:42,2
